,MSZoning,GrLivArea,YrSold,YearBuilt,SalePrice,LotArea,FullBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars,GarageFinish,1stFlrSF,2ndFlrSF
1171,RL,1261,2008,1958,163000,9120,1,3,6,2,RFn,1261,0
1172,FV,1250,2008,2006,171900,4017,2,2,5,2,Fin,625,625
1173,RL,3086,2007,1946,200500,18030,3,3,12,0,,1636,971
1174,RL,2345,2006,1932,239000,16560,2,4,9,2,Unf,1170,1175
1175,RL,2872,2007,1992,285000,10678,2,4,9,2,Fin,2129,743
1176,RL,923,2008,1984,119500,6951,1,3,5,1,Unf,923,0
1177,RM,1224,2009,1926,115000,3950,1,3,5,1,Unf,818,406
1178,RL,1343,2009,1921,154900,7681,1,3,7,1,Unf,820,523
1179,RL,1124,2006,1954,93000,8335,1,3,5,0,,1124,0
1180,RL,2514,2006,1990,250000,11170,2,4,8,2,Fin,1298,1216
1181,RM,1652,2008,2008,392500,5587,2,2,5,2,Fin,1652,0
1182,RL,4476,2007,1996,745000,15623,3,4,10,3,Fin,2411,2065
1183,RL,1130,2006,1920,120000,10800,1,2,5,2,Unf,1130,0
1184,RL,1572,2007,1963,186700,35133,1,3,5,3,RFn,1572,0
1185,RL,1221,2006,1924,104900,9738,1,4,7,1,Unf,949,272
1186,RL,1699,2009,1900,95000,10615,2,3,7,2,Unf,1014,685
1187,RL,1624,2006,1994,262000,12461,2,2,5,3,RFn,1624,0
1188,RL,1660,2009,2002,195000,8935,2,3,7,2,RFn,831,829
1189,RL,1804,2010,1999,189000,7500,2,3,7,2,Fin,1028,776
1190,RL,1622,2007,1961,168000,32463,1,3,7,4,Fin,1622,0
1191,FV,1441,2007,1999,174000,2645,2,2,5,2,Unf,764,677
1192,RM,1472,2007,1925,125000,9600,1,3,6,1,Unf,842,630
1193,RM,1224,2009,1999,165000,4500,2,2,5,2,Fin,1224,0
1194,RL,1352,2010,1969,158000,9364,1,4,7,1,Fin,663,689
1195,RL,1456,2008,2005,176000,8029,2,3,8,2,Fin,728,728
1196,RL,1863,2006,2006,219210,14054,2,4,9,3,Fin,879,984
1197,RM,1690,2006,1916,144000,8850,1,3,7,1,Unf,815,875
1198,RL,1212,2009,2001,178000,9100,2,3,6,2,RFn,1212,0
1199,RL,1382,2006,1963,148000,11235,1,3,6,2,Unf,1382,0
1200,RL,864,2006,1970,116050,9353,1,3,5,1,Unf,864,0
1201,RL,1779,2009,1998,197900,10400,2,3,6,2,RFn,866,913
1202,RM,1348,2009,1925,117000,6000,1,3,5,1,Unf,884,464
1203,RL,1630,2009,2000,213000,9750,2,3,6,2,Unf,1630,0
1204,RL,1074,2006,1975,153500,10140,1,3,6,2,RFn,1074,0
1205,RL,2196,2009,1990,271900,14684,2,3,7,3,RFn,2196,0
1206,RH,1056,2006,1966,107000,8900,1,2,5,1,Unf,1056,0
1207,RL,1700,2006,2003,200000,9135,2,3,7,2,RFn,1700,0
1208,RL,1283,2008,1962,140000,7763,1,3,6,2,Unf,1283,0
1209,RL,1660,2006,2006,290000,10182,2,3,8,2,RFn,1660,0
1210,RL,1845,2010,1992,189000,11218,2,3,8,2,RFn,1055,790
1211,RL,1752,2010,1988,164000,12134,2,4,8,2,RFn,1080,672
1212,RL,672,2009,1941,113000,9340,1,2,4,1,Unf,672,0
1213,RL,960,2006,1965,145000,10246,0,0,3,1,Unf,960,0
1214,RL,999,2006,1962,134500,10205,1,3,6,1,Unf,999,0
1215,RL,894,2007,1966,125000,7094,1,3,5,1,RFn,894,0
1216,RM,1902,2010,1978,112000,8930,2,4,8,2,Unf,1318,584
1217,FV,1314,2009,2009,229456,8640,2,3,6,2,RFn,1314,0
1218,RM,912,2006,1947,80500,6240,1,2,3,0,,672,240
1219,RM,1218,2006,1971,91500,1680,1,3,7,0,,672,546
1220,RL,912,2006,1964,115000,7800,1,2,5,1,Unf,912,0
1221,RL,1211,2008,1968,134000,8250,1,3,5,1,Unf,1211,0
1222,RL,1846,2007,1949,143000,10496,2,3,7,1,Unf,1168,678
1223,RL,2136,2006,1951,137900,10680,2,4,7,2,Unf,2136,0
1224,RL,1490,2008,2004,184000,15384,2,3,8,2,Fin,788,702
1225,RL,1138,2007,1958,145000,10482,1,3,6,1,RFn,1138,0
1226,RL,1933,2008,2007,214000,14598,2,4,9,3,Fin,894,1039
1227,RL,912,2008,1965,147000,8872,1,2,5,2,Unf,912,0
1228,RL,1702,2008,2008,367294,8769,1,1,7,3,Fin,1702,0
1229,RL,1507,2008,1960,127000,7910,2,4,7,1,Unf,1507,0
1230,RL,2620,2007,1977,190000,18890,2,4,12,2,RFn,1361,1259
1231,RL,1190,2006,1962,132500,7728,1,3,6,2,Unf,1190,0
1232,RL,1224,2007,1962,101800,9842,2,2,6,2,Unf,1224,0
1233,RL,1188,2010,1959,142000,12160,1,3,6,2,RFn,1188,0
1234,RH,1964,2008,1911,130000,8525,1,4,7,0,,1024,940
1235,RL,1784,2006,1914,138887,13132,1,4,9,1,Unf,892,892
1236,RL,1626,2010,2003,175500,2628,2,2,6,2,RFn,764,862
1237,RL,1948,2006,2004,195000,12393,2,4,8,2,Fin,847,1101
1238,RL,1141,2006,2005,142500,13072,1,3,6,2,Unf,1141,0
1239,RL,1484,2007,2006,265900,9037,2,2,6,2,RFn,1484,0
1240,RL,1768,2008,2003,224900,8158,2,3,8,2,RFn,884,884
1241,RL,1689,2007,2007,248328,9849,2,3,7,3,RFn,1689,0
1242,RL,1173,2010,1974,170000,10625,2,3,6,2,RFn,1173,0
1243,RL,2076,2006,2006,465000,13891,2,2,7,3,Fin,2076,0
1244,RL,1517,2006,1929,230000,11435,1,3,7,2,Unf,792,725
1245,RL,1868,2007,1984,178000,12090,3,3,7,2,Fin,1140,728
1246,FV,1553,2006,2005,186500,8125,2,3,6,2,RFn,756,797
1247,RL,1034,2010,1976,169900,12328,1,3,6,3,Unf,1034,0
1248,RM,2058,2008,1917,129500,9600,1,3,8,2,Unf,1134,924
1249,RL,988,2007,1950,119000,7200,1,3,6,1,Unf,988,0
1250,RL,2110,2010,1968,244000,11160,2,3,8,2,Fin,2110,0
1251,RL,1405,2006,2003,171750,3136,2,2,6,2,RFn,1405,0
1252,RL,874,2009,1968,130000,9858,1,3,5,1,RFn,874,0
1253,RL,2167,2007,1974,294000,17542,2,3,9,2,RFn,1516,651
1254,RL,1656,2008,2003,165400,6931,2,3,7,2,Fin,760,896
1255,RM,1367,2007,1931,127500,6240,1,3,6,1,Unf,959,408
1256,RL,1987,2008,1994,301500,14303,2,2,7,2,Fin,1987,0
1257,RL,864,2009,1922,99900,4060,1,2,4,0,,864,0
1258,RL,1166,2008,2005,190000,9587,2,2,5,2,Fin,1166,0
1259,RL,1054,2008,1969,151000,9750,1,3,6,2,Unf,1054,0
1260,RL,1675,2009,1999,181000,24682,2,3,7,2,Fin,892,783
1261,RL,1050,2009,1956,128900,9600,1,2,5,1,Unf,1050,0
1262,RL,1788,2009,1957,161500,11250,1,5,8,1,Unf,1104,684
1263,RL,1824,2007,1919,180500,13515,1,3,8,2,Unf,1060,764
1264,RH,1337,2008,1998,181000,4060,2,2,5,2,Fin,1337,0
1265,FV,1452,2006,1999,183900,3735,2,3,6,2,Unf,713,739
1266,RM,1889,2007,1910,122000,10120,1,4,9,1,Unf,964,925
1267,RL,2018,2010,2008,378500,13214,2,3,10,3,Fin,2018,0
1268,RL,3447,2008,1935,381000,14100,3,4,11,3,Unf,1968,1479
1269,RL,1524,2007,1958,144000,11344,1,3,7,1,Unf,874,650
1270,RL,1524,2010,1979,260000,23595,0,0,4,2,Fin,1332,192
1271,RL,1489,2009,1968,185750,9156,2,3,7,2,RFn,1489,0
1272,RL,935,2006,1965,137000,13526,1,3,5,1,Unf,935,0
1273,RL,1357,2008,1959,177000,11512,1,2,5,1,RFn,1357,0
1274,RL,1250,2007,1910,139000,5362,2,3,8,2,Unf,661,589
1275,RL,1920,2007,1948,137000,11345,2,4,10,2,Unf,928,992
1276,RL,1395,2009,1972,162000,12936,1,3,6,2,Unf,735,660
1277,RL,1724,2009,1967,197900,17871,1,3,7,2,RFn,1724,0
1278,RL,2031,2008,2002,237000,9473,2,3,7,2,RFn,1128,903
1279,C (all),1128,2010,1920,68400,7500,1,2,6,2,RFn,698,430
1280,RL,1573,2009,2002,227000,9808,2,3,6,2,RFn,1573,0
1281,RL,1339,2006,1990,180000,8049,2,2,6,2,Fin,1339,0
1282,RL,1040,2009,1977,150500,8800,2,3,5,2,Unf,1040,0
1283,RL,1824,2010,1971,139000,9400,2,4,8,0,,912,912
1284,RL,2447,2010,1919,169000,9638,2,4,10,1,Unf,1699,748
1285,RM,1412,2009,1939,132500,6000,1,4,6,1,Unf,825,587
1286,RL,1328,2010,1963,143000,9790,1,3,6,2,Unf,1328,0
1287,RL,1582,2006,1964,190000,36500,2,4,7,2,Unf,1582,0
1288,RL,1659,2009,2000,278000,5664,2,2,5,2,Fin,1659,0
1289,RL,1970,2006,2006,281000,11065,2,3,8,3,Fin,1120,850
1290,RL,1152,2010,1964,180500,14112,1,3,6,2,RFn,1152,0
1291,RM,1302,2009,1972,119500,1680,2,3,6,1,Unf,630,672
1292,RM,2372,2009,1892,107500,6600,2,4,11,1,RFn,1378,994
1293,RL,1664,2006,1976,162900,10140,2,4,8,2,RFn,832,832
1294,RL,864,2006,1955,115000,8172,1,2,5,2,Unf,864,0
1295,RL,1052,2006,1968,138500,8400,1,3,5,1,RFn,1052,0
1296,RL,1128,2008,1963,155000,8700,2,3,6,2,RFn,1128,0
1297,RM,1072,2006,2005,140000,3675,2,2,5,2,Fin,1072,0
1298,RL,5642,2008,2008,160000,63887,2,3,12,2,Fin,4692,950
1299,RL,1246,2010,1959,154000,7500,1,3,6,1,RFn,1246,0
1300,RL,1983,2009,1999,225000,10762,2,3,9,2,Fin,1005,978
1301,RL,1494,2009,1942,177500,7500,1,3,7,1,Unf,753,741
1302,RL,2526,2006,1994,290000,10120,2,4,8,3,RFn,1203,1323
1303,RL,1616,2006,2005,232000,8688,2,3,7,3,RFn,1616,0
1304,RM,1708,2006,2004,130000,3363,2,3,7,2,Unf,976,732
1305,RL,1652,2009,2006,325000,13173,2,2,6,2,Fin,1652,0
1306,RL,1368,2006,2005,202500,6955,2,2,6,2,RFn,1368,0
1307,RL,990,2009,1994,138000,8072,1,3,5,2,Unf,990,0
1308,RM,1122,2008,1948,147000,12000,1,2,6,2,Unf,1122,0
1309,RL,1294,2008,1991,179200,7153,2,3,6,2,RFn,1294,0
1310,RL,1902,2010,1959,335000,17500,2,3,7,2,Fin,1902,0
1311,RL,1274,2007,2005,203000,8814,2,3,6,2,RFn,1274,0
1312,RL,2810,2007,1990,302000,9572,2,4,9,2,RFn,1453,1357
1313,RL,2599,2010,1999,333168,14774,2,4,10,3,Fin,1422,1177
1314,RL,948,2007,1954,119000,8190,1,3,5,1,Unf,948,0
1315,RL,2112,2008,1969,206900,11075,2,4,9,2,Unf,1092,1020
1316,RL,1630,2009,2008,295493,10226,2,3,8,3,RFn,1630,0
1317,FV,1352,2007,2006,208900,4230,2,2,5,2,RFn,1352,0
1318,RL,1787,2006,2001,275000,14781,2,3,7,3,RFn,1787,0
1319,RL,948,2007,1954,111000,10215,1,3,5,1,Unf,948,0
1320,RL,1478,2009,1957,156500,8400,1,3,6,2,RFn,1478,0
1321,RL,720,2008,1949,72500,6627,1,2,4,1,Unf,720,0
1322,RL,1923,2010,1992,190000,10186,2,3,8,2,RFn,1061,862
1323,RL,708,2009,1940,82500,5330,1,2,5,0,,708,0
1324,RL,1795,2007,2006,147000,9986,2,2,7,3,RFn,1795,0
1325,RM,796,2008,1922,55000,3636,1,2,5,0,,796,0
1326,RH,774,2007,1931,79000,4270,1,3,6,0,,774,0
1327,RL,816,2008,1982,130500,6600,1,3,5,1,Unf,816,0
1328,RM,2792,2008,1920,256000,10440,2,5,8,2,Unf,1584,1208
1329,RL,1632,2006,1998,176500,9084,2,3,8,2,Fin,955,677
1330,RL,1588,2007,2006,227000,10000,2,3,7,3,RFn,1588,0
1331,RL,954,2006,1976,132500,10780,1,3,6,2,Unf,954,0
1332,RL,816,2009,1938,100000,8877,1,2,3,1,Unf,816,0
1333,RM,1360,2006,1938,125500,7200,1,2,6,1,Unf,803,557
1334,RM,1365,2009,1970,125000,2368,1,3,7,2,Unf,765,600
1335,RL,1334,2009,1977,167900,9650,2,2,6,2,RFn,1334,0
1336,RL,1656,2008,1973,135000,9246,2,4,8,2,Unf,1656,0
1337,RM,693,2006,1941,52500,4118,1,2,4,0,,693,0
1338,RL,1861,2006,2002,200000,13450,2,3,8,2,RFn,920,941
1339,RL,864,2006,1972,128500,9560,1,3,5,1,RFn,864,0
1340,RL,872,2007,1971,123000,8294,1,3,5,4,Unf,872,0
1341,RL,1114,2008,2003,155000,13695,1,3,6,2,Unf,1114,0
1342,RL,2169,2007,2002,228500,9375,2,3,7,2,RFn,1284,885
1343,RL,1913,2009,1928,177000,7558,1,3,9,2,Unf,1172,741
1344,RL,1456,2007,2006,155835,11103,2,3,8,2,Fin,728,728
1345,RM,960,2007,1920,108500,6000,1,2,5,1,Unf,960,0
1346,RL,2156,2006,1968,262500,20781,2,3,9,2,RFn,2156,0
1347,RL,1776,2007,2006,283463,15306,2,3,7,3,Fin,1776,0
1348,RL,1494,2007,1998,215000,16196,2,3,5,2,RFn,1494,0
1349,RM,2358,2008,1872,122000,5250,2,4,8,0,,938,1215
1350,RL,2634,2009,1969,200000,11643,2,6,12,4,Unf,1338,1296
1351,RL,1716,2008,1962,171000,9247,1,4,8,2,Fin,858,858
1352,RM,1176,2009,1937,134900,6000,1,2,4,2,Unf,786,390
1353,RL,3238,2010,1995,410000,14720,2,4,9,3,Fin,2053,1185
1354,RL,1865,2008,2000,235000,10316,2,3,7,3,RFn,992,873
1355,RL,1920,2006,1968,170000,10192,3,4,8,2,RFn,1222,698
1356,RL,892,2008,1966,110000,9477,1,3,5,1,RFn,892,0
1357,RL,1078,2010,1971,149900,12537,1,3,6,2,Fin,1078,0
1358,FV,1573,2010,2000,177500,2117,2,3,5,2,Unf,769,804
1359,RL,1980,2006,2004,315000,16737,2,3,8,3,Fin,1980,0
1360,RL,2601,2008,1921,189000,9842,3,4,8,2,RFn,990,1611
1361,RL,1530,2009,2005,260000,16158,2,3,7,2,Fin,1530,0
1362,RL,1738,2009,1920,104900,12513,2,4,7,1,Unf,1281,457
1363,RL,1412,2007,2006,156932,8499,2,3,6,2,Fin,616,796
1364,FV,1200,2006,2005,144152,3180,2,2,4,2,RFn,520,600
1365,FV,1674,2010,2000,216000,7500,2,3,7,2,RFn,814,860
1366,RL,1790,2008,1999,193000,9179,2,3,7,2,RFn,882,908
1367,RM,1475,2006,1977,127000,2665,2,4,6,1,RFn,925,550
1368,RM,848,2009,2003,144000,4435,1,1,4,2,Fin,848,0
1369,RL,1668,2010,2003,232000,10635,2,3,8,2,Fin,1668,0
1370,RL,1374,2009,1920,105000,5400,1,2,6,1,Fin,840,534
1371,RL,1661,2008,1955,165500,9600,1,3,8,1,RFn,1661,0
1372,RL,2097,2006,1998,274300,9750,2,3,8,2,RFn,1108,989
1373,RL,2633,2007,2001,466500,11400,2,2,8,3,RFn,2633,0
1374,FV,1958,2008,2005,250000,10625,2,3,9,3,Fin,1026,932
1375,RL,1571,2007,2007,239000,10991,2,3,7,3,Fin,1571,0
1376,RL,790,2008,1930,91000,6292,1,2,4,1,Unf,790,0
1377,RL,1604,2009,1941,117000,10998,2,3,6,2,Unf,984,620
1378,RM,987,2006,1973,83000,1953,1,2,5,1,Unf,483,504
1379,RL,1394,2008,2006,167500,9735,2,3,7,2,Fin,754,640
1380,RL,864,2010,1914,58500,8212,1,2,5,1,Unf,864,0
1381,RL,2117,2008,1970,237500,12925,2,4,7,2,Fin,2117,0
1382,RM,1762,2006,1920,157000,7200,1,4,8,2,Unf,998,764
1383,RL,1416,2007,1918,112000,25339,2,3,7,2,Unf,1416,0
1384,RL,1258,2009,1939,105000,9060,1,2,6,1,Unf,698,560
1385,RM,1154,2010,1922,125500,5436,1,3,7,1,Unf,796,358
1386,RL,2784,2006,1978,250000,16692,3,5,12,2,RFn,1392,1392
1387,RM,2526,2007,1916,136000,8520,2,5,10,1,Unf,1664,862
1388,RL,1746,2009,2006,377500,14892,2,3,7,3,Fin,1746,0
1389,RM,1218,2007,1941,131000,6000,1,3,6,2,Unf,869,349
1390,RL,1525,2006,2000,235000,9100,2,3,6,2,RFn,1525,0
1391,RL,1584,2009,1967,124000,8944,2,4,8,3,Unf,1584,0
1392,RL,900,2006,1967,123000,7838,1,3,6,1,RFn,900,0
1393,RM,1912,2008,1905,163000,10800,2,3,7,2,Unf,1221,691
1394,RL,1500,2006,2006,246578,4045,2,2,6,3,Fin,1500,0
1395,RL,2482,2007,2005,281213,12665,2,4,9,3,Fin,1133,1349
1396,RL,1687,2010,1948,160000,57200,1,3,7,2,Unf,1687,0
1397,RM,1513,2007,1920,137500,6120,1,4,8,1,Unf,939,574
1398,RL,1904,2009,1950,138000,7200,1,3,7,1,Unf,1136,768
1399,RL,1608,2009,1925,137450,6171,2,3,7,1,Unf,1160,448
1400,RM,1158,2008,1929,120000,6000,1,3,5,1,RFn,950,208
1401,RL,1593,2008,2004,193000,7415,2,3,8,2,Fin,864,729
1402,RL,1294,2006,2006,193879,6762,2,2,6,2,RFn,1294,0
1403,RL,1464,2007,2007,282922,15256,2,3,6,3,Unf,1464,0
1404,RL,1214,2006,1915,105000,10410,1,3,6,3,Unf,694,520
1405,RM,1646,2008,2004,275000,3842,2,2,5,2,Fin,1646,0
1406,RL,768,2009,1972,133000,8445,1,2,5,2,Unf,768,0
1407,RL,833,2009,1985,112000,8780,1,3,5,0,,833,0
1408,RM,1363,2010,1910,125500,7740,1,3,6,2,Unf,741,622
1409,RL,2093,2008,1986,215000,20544,2,3,7,2,Fin,1236,857
1410,RL,1840,2009,2001,230000,12420,2,3,6,2,RFn,944,896
1411,RL,1668,2009,1950,140000,9600,1,3,6,1,Unf,1112,556
1412,RL,1040,2009,1949,90000,7200,2,2,6,2,Unf,1040,0
1413,RL,1844,2009,2005,257000,10994,2,2,7,2,Fin,1844,0
1414,RL,1848,2008,1923,207000,13053,1,4,8,2,Unf,1053,795
1415,RL,1569,2009,2007,175900,3635,2,1,7,3,RFn,1569,0
1416,RM,2290,2010,1885,122500,11340,2,4,11,2,Unf,1246,1044
1417,RL,2450,2009,1998,340000,16545,2,3,7,3,Fin,1310,1140
1418,RL,1144,2008,1963,124000,9204,1,3,6,1,Unf,1144,0
1419,RL,1844,2006,1969,223000,16381,2,3,7,2,RFn,1844,0
1420,RL,1416,2006,1968,179900,11700,2,3,7,2,RFn,708,708
1421,RL,1069,2010,1977,127500,4043,2,2,4,2,RFn,1069,0
1422,RM,848,2008,2003,136500,4435,1,1,3,2,Fin,848,0
1423,RL,2201,2006,1966,274970,19690,2,4,8,2,Unf,1575,626
1424,RL,1344,2007,1958,144000,9503,1,2,6,1,Unf,1344,0
1425,RL,1252,2008,1959,142000,10721,1,3,7,2,Unf,1252,0
1426,RL,2127,2008,1994,271000,10944,2,3,5,2,RFn,1223,904
1427,RL,1558,2008,1945,140000,10930,1,3,6,1,Unf,1048,510
1428,RM,804,2010,1940,119000,7200,1,2,4,1,Unf,804,0
1429,RL,1440,2007,1981,182900,12546,2,3,7,2,Fin,1440,0
1430,RL,1838,2006,2005,192140,21930,2,4,7,2,Fin,734,1104
1431,RL,958,2009,1976,143750,4928,2,2,5,2,RFn,958,0
1432,RL,968,2007,1927,64500,10800,2,4,5,1,Unf,968,0
1433,RL,1792,2008,2000,186500,10261,2,3,8,2,Fin,962,830
1434,RL,1126,2006,1977,160000,17400,2,3,5,2,RFn,1126,0
1435,RL,1537,2008,1962,174000,8400,1,3,7,2,RFn,1537,0
1436,RL,864,2007,1971,120500,9000,1,3,5,2,Unf,864,0
1437,RL,1932,2008,2008,394617,12444,2,2,7,3,Fin,1932,0
1438,RM,1236,2010,1957,149700,7407,1,2,6,2,Unf,1236,0
1439,RL,1725,2007,1979,197000,11584,2,3,6,2,RFn,1040,685
1440,RL,2555,2008,1922,191000,11526,2,3,11,2,Fin,1423,748
1441,RM,848,2008,2004,149300,4426,1,1,3,2,RFn,848,0
1442,FV,2007,2009,2008,310000,11003,2,3,10,3,Fin,1026,981
1443,RL,952,2009,1916,121000,8854,1,2,4,1,Unf,952,0
1444,RL,1422,2007,2004,179600,8500,2,3,7,2,RFn,1422,0
1445,RL,913,2007,1966,129000,8400,1,3,6,1,Unf,913,0
1446,RL,1188,2010,1962,157900,26142,1,3,6,1,Unf,1188,0
1447,RL,2090,2007,1995,240000,10000,2,3,8,2,RFn,1220,870
1448,RL,1346,2007,1910,112000,11767,1,2,6,1,Unf,796,550
1449,RM,630,2006,1970,92000,1533,1,1,3,0,,630,0
1450,RL,1792,2009,1974,136000,9000,2,4,8,0,,896,896
1451,RL,1578,2009,2008,287090,9262,2,3,7,3,Fin,1578,0
1452,RM,1072,2006,2005,145000,3675,1,2,5,2,Fin,1072,0
1453,RL,1140,2006,2006,84500,17217,1,3,6,0,,1140,0
1454,FV,1221,2009,2004,185000,7500,2,2,6,2,RFn,1221,0
1455,RL,1647,2007,1999,175000,7917,2,3,7,2,RFn,953,694
1456,RL,2073,2010,1978,210000,13175,2,3,7,2,Unf,2073,0
1457,RL,2340,2010,1941,266500,9042,2,4,9,1,RFn,1188,1152
1458,RL,1078,2010,1950,142125,9717,1,2,5,1,Unf,1078,0
1459,RL,1256,2008,1965,147500,9937,1,3,6,1,Fin,1256,0
